station_id,date,cwa_temp_mean,cwa_temp_max,cwa_temp_min,cwa_rh_mean,cwa_rh_min,cwa_wind_speed_mean,cwa_wind_dir_prevailing,cwa_peak_gust,cwa_rain_sum_raw,cwa_rain_sum,cwa_precip_duration,cwa_sunshine_hours,cwa_sunshine_rate,cwa_global_solar_radiation_mj_m2,cwa_global_solar_hourly_max,cwa_visibility,cwa_total_cloud_amount,temp_mean_flag,rh_mean_flag,rain_sum_flag,sunshine_flag,solar_flag
467441,2025-01-18,16.5,20.8,12.7,77,54,0.4,350,4.4,0.5,0.5,3.0,0.9,8.2,9.16,1.72,,,0,0,0,10,0
467441,2025-01-19,18.2,24.0,14.2,78,56,0.8,340,5.3,0.0,0.0,0.0,3.9,35.5,13.31,2.14,,,0,0,0,10,0
467441,2025-01-20,18.1,24.1,12.8,77,57,0.9,300,6.9,0.0,0.0,0.0,8.2,75.2,16.88,2.7,,,0,0,0,10,0
467441,2025-01-21,18.6,23.6,12.9,77,60,1.0,290,6.5,0.0,0.0,0.0,8.9,81.5,16.74,2.66,,,0,0,0,10,0
467441,2025-01-22,19.5,24.7,16.1,76,55,0.7,330,5.4,-9.8,0.0,0.1,2.3,21.0,10.19,1.57,,,0,0,0,10,0
467441,2025-01-23,20.1,25.8,16.1,75,44,0.6,350,6.0,0.0,0.0,0.0,9.8,89.5,17.66,2.71,,,0,0,0,10,0
467441,2025-01-24,19.2,25.3,14.2,80,57,1.0,290,6.4,0.0,0.0,0.0,10.2,93.0,17.86,2.76,,,0,0,0,10,0
467441,2025-01-25,19.4,24.2,16.3,84,65,1.0,290,6.7,0.0,0.0,0.0,8.2,74.7,17.06,2.74,,,0,0,0,10,0
467441,2025-01-26,18.5,24.2,14.7,77,59,1.3,340,9.0,0.0,0.0,0.0,7.1,64.6,16.45,2.67,,,0,0,0,10,0
467441,2025-01-27,13.5,15.5,10.2,70,61,1.1,340,7.8,0.0,0.0,0.0,0.0,0.0,5.2,1.07,,,0,0,0,10,0
467441,2025-01-28,14.4,20.8,8.2,60,42,0.8,340,6.1,0.0,0.0,0.0,4.6,41.7,13.56,2.11,,,0,0,0,10,0
467441,2025-01-29,15.7,21.5,11.6,66,46,0.9,280,6.2,0.0,0.0,0.0,7.7,69.2,17.22,2.82,,,0,0,0,10,0
467441,2025-01-30,17.4,23.7,11.9,71,43,0.8,300,6.6,0.0,0.0,0.0,9.9,89.5,18.7,2.86,,,0,0,0,10,0
467441,2025-01-31,18.5,23.2,15.5,82,64,0.6,280,4.9,4.0,4.0,3.0,2.4,21.5,10.81,1.9,,,0,0,0,10,0
467441,2025-02-01,20.8,27.2,16.8,86,69,1.2,320,7.0,9.0,9.0,4.3,4.2,37.6,14.8,2.63,,,0,0,0,10,0
467441,2025-02-02,19.5,23.7,16.9,85,71,0.8,340,5.2,-9.8,0.0,0.4,1.2,10.8,11.4,2.64,,,0,0,0,10,0
467441,2025-02-03,16.5,21.6,12.8,82,65,1.0,340,7.3,0.0,0.0,0.0,2.3,20.7,11.69,2.41,,,0,0,0,10,0
467441,2025-02-04,14.6,19.6,12.4,71,57,0.9,340,6.2,0.0,0.0,0.0,2.3,20.6,13.02,2.58,,,0,0,0,10,0
467441,2025-02-05,15.6,21.5,9.6,74,50,0.8,300,6.6,0.0,0.0,0.0,4.5,40.3,14.18,2.36,,,0,0,0,10,0
467441,2025-02-06,17.4,22.5,12.0,75,51,0.7,300,6.2,0.0,0.0,0.0,1.2,10.7,11.44,2.2,,,0,0,0,10,0
467441,2025-02-07,17.1,23.3,13.4,77,58,1.0,340,7.0,0.0,0.0,0.0,4.5,40.2,15.38,2.67,,,0,0,0,10,0
467441,2025-02-08,14.1,19.2,11.1,68,57,0.9,340,6.3,0.0,0.0,0.0,0.1,0.9,8.58,1.73,,,0,0,0,10,0
467441,2025-02-09,14.5,19.9,10.6,73,55,1.1,290,6.2,0.0,0.0,0.0,4.1,36.5,14.27,2.53,,,0,0,0,10,0
467441,2025-02-10,15.8,22.8,9.6,76,46,0.8,300,6.9,0.0,0.0,0.0,10.4,92.4,20.11,2.93,,,0,0,0,10,0
467441,2025-02-11,18.0,24.5,12.1,81,51,0.9,280,6.0,-9.8,0.0,0.6,3.7,32.6,15.18,2.78,,,0,0,0,10,0
467441,2025-02-12,18.1,19.4,16.6,97,91,0.5,340,5.4,21.0,21.0,11.8,0.0,0.0,2.68,0.38,,,0,0,0,10,0
467441,2025-02-13,17.3,20.5,15.3,96,94,0.9,330,8.7,17.0,17.0,10.8,0.0,0.0,3.46,0.82,,,0,0,0,10,0
467441,2025-02-14,16.9,20.0,14.9,93,83,0.6,330,4.6,1.0,1.0,2.0,0.0,0.0,5.94,1.31,,,0,0,0,10,0
467441,2025-02-15,19.5,25.8,15.5,88,63,1.0,290,6.0,0.0,0.0,0.0,8.2,72.3,19.31,3.09,,,0,0,0,10,0
467441,2025-02-16,19.3,26.2,15.9,88,54,0.9,340,5.2,0.0,0.0,0.0,8.3,73.0,19.81,3.15,,,0,0,0,10,0
467441,2025-02-17,19.4,23.4,15.8,87,69,1.1,280,7.6,0.0,0.0,0.0,5.8,50.9,17.49,3.03,,,0,0,0,10,0
467441,2025-02-18,19.0,24.2,15.4,80,62,1.2,290,6.3,0.0,0.0,0.0,8.0,70.1,17.88,2.79,,,0,0,0,10,0
467441,2025-02-19,18.0,23.1,14.8,79,59,0.9,320,7.7,0.0,0.0,0.0,3.8,33.0,14.32,3.01,,,0,0,0,10,0
467441,2025-02-20,18.8,23.7,16.0,82,64,1.1,290,6.5,0.0,0.0,0.0,5.6,48.9,17.75,3.02,,,0,0,0,10,0
467441,2025-02-21,18.9,25.0,15.5,80,56,1.0,340,5.9,0.0,0.0,0.0,8.2,71.5,18.95,3.0,,,0,0,0,10,0
467441,2025-02-22,18.2,23.1,13.7,80,62,1.2,280,6.8,0.0,0.0,0.0,8.5,74.0,19.43,3.04,,,0,0,0,10,0
467441,2025-02-23,18.5,25.1,15.4,78,57,1.0,340,6.6,0.0,0.0,0.0,6.0,52.1,17.43,2.86,,,0,0,0,10,0
467441,2025-02-24,17.5,23.2,14.5,72,54,1.0,320,8.6,0.0,0.0,0.0,5.6,48.6,19.22,3.09,,,0,0,0,10,0
467441,2025-02-25,17.9,23.2,13.2,73,55,1.2,300,8.5,0.0,0.0,0.0,10.3,89.2,20.7,3.07,,,0,0,0,10,0
467441,2025-02-26,18.8,23.6,15.0,79,55,0.9,300,5.3,0.0,0.0,0.0,1.9,16.4,14.44,2.87,,,0,0,0,10,0
467441,2025-02-27,19.5,24.9,16.0,81,58,0.7,320,6.0,0.0,0.0,0.0,4.0,34.5,14.75,2.35,,,0,0,0,10,0
467441,2025-02-28,20.9,28.2,15.4,80,50,1.0,270,6.5,0.0,0.0,0.0,8.9,76.6,19.56,2.86,,,0,0,0,10,0
467441,2025-03-01,22.1,28.6,17.2,79,47,0.9,280,6.3,0.0,0.0,0.0,10.5,90.2,22.19,3.21,,,0,0,0,10,0
467441,2025-03-02,24.4,30.0,17.9,77,53,1.4,260,6.5,0.0,0.0,0.0,9.8,84.1,20.4,3.04,,,0,0,0,10,0
467441,2025-03-03,26.4,30.9,22.8,79,59,1.6,140,7.8,0.0,0.0,0.0,6.7,57.4,16.83,2.34,,,0,0,0,10,0
467441,2025-03-04,24.9,30.0,20.7,85,63,1.2,200,10.3,4.0,4.0,0.8,6.5,55.5,18.96,3.18,,,0,0,0,10,0
467441,2025-03-05,23.8,30.7,19.6,78,55,0.9,330,6.6,0.0,0.0,0.0,9.9,84.4,21.77,3.2,,,0,0,0,10,0
467441,2025-03-06,18.0,21.3,15.2,82,70,0.9,350,6.9,-9.8,0.0,0.1,0.2,1.7,8.55,1.53,,,0,0,0,10,0
467441,2025-03-07,18.4,23.2,15.1,77,61,1.1,330,6.6,0.0,0.0,0.0,3.1,26.3,12.38,2.15,,,0,0,0,10,0
467441,2025-03-08,18.9,27.3,14.8,75,47,1.0,350,7.8,0.0,0.0,0.0,9.6,81.4,21.4,3.26,,,0,0,0,10,0
467441,2025-03-09,19.8,28.1,14.1,76,44,1.0,310,6.8,0.0,0.0,0.0,10.7,90.6,22.41,3.25,,,0,0,0,10,0
467441,2025-03-10,20.3,26.5,15.2,81,57,1.0,300,7.8,0.0,0.0,0.0,9.8,82.8,21.97,3.19,,,0,0,0,10,0
467441,2025-03-11,23.1,31.2,17.2,74,43,0.7,320,7.1,0.0,0.0,0.0,9.0,75.9,21.37,3.28,,,0,0,0,10,0
467441,2025-03-12,25.2,31.3,18.9,73,48,1.1,300,6.6,0.0,0.0,0.0,7.4,62.3,21.23,3.33,,,0,0,0,10,0
467441,2025-03-13,26.7,32.1,23.1,78,56,1.0,270,8.0,-9.8,0.0,0.9,4.8,40.3,16.27,2.79,,,0,0,0,10,0
467441,2025-03-14,25.6,30.0,22.5,83,67,0.9,270,5.7,0.0,0.0,0.0,2.4,20.1,13.59,2.13,,,0,0,0,10,0
467441,2025-03-15,25.2,30.3,21.3,79,65,1.3,320,9.1,0.0,0.0,0.0,6.5,54.0,19.8,3.18,,,0,0,0,10,0
467441,2025-03-16,17.8,21.9,14.2,69,52,1.1,350,7.0,-9.8,0.0,1.4,2.5,20.7,12.21,2.07,,,0,0,0,10,0
467441,2025-03-17,15.5,19.0,13.8,68,57,0.5,360,5.3,-9.8,0.0,0.3,0.1,0.8,5.91,1.68,,,0,0,0,10,0
467441,2025-03-18,14.7,16.4,12.9,88,68,0.4,360,6.3,5.0,5.0,5.4,0.0,0.0,2.95,0.55,,,0,0,0,10,0
467441,2025-03-19,17.2,21.3,14.6,73,42,0.5,330,4.6,0.0,0.0,0.0,0.2,1.7,8.52,1.89,,,0,0,0,10,0
467441,2025-03-20,18.0,24.4,14.0,70,39,0.5,330,6.0,0.0,0.0,0.0,3.4,28.2,14.24,3.18,,,0,0,0,10,0
467441,2025-03-21,18.3,25.2,12.5,66,32,0.9,300,6.8,0.0,0.0,0.0,7.7,63.7,20.37,2.93,,,0,0,0,10,0
467441,2025-03-22,18.9,25.7,12.8,66,38,1.2,290,7.8,0.0,0.0,0.0,11.1,91.7,24.72,3.49,,,0,0,0,10,0
467441,2025-03-23,20.0,26.9,14.1,66,36,1.1,290,7.6,0.0,0.0,0.0,11.2,92.4,24.9,3.5,,,0,0,0,10,0
467441,2025-03-24,21.1,27.1,14.6,74,53,1.2,270,8.1,0.0,0.0,0.0,11.3,93.0,24.69,3.48,,,0,0,0,10,0
467441,2025-03-25,22.7,29.6,16.8,78,25,1.2,260,6.9,0.0,0.0,0.0,11.4,93.7,24.67,3.47,,,0,0,0,10,0
467441,2025-03-26,25.2,30.9,19.2,77,57,1.4,260,7.3,0.0,0.0,0.0,11.1,91.0,25.14,3.51,,,0,0,0,10,0
467441,2025-03-27,25.6,31.5,21.0,80,55,1.5,260,8.0,0.0,0.0,0.0,11.4,93.3,25.47,3.54,,,0,0,0,10,0
467441,2025-03-28,25.1,31.7,20.6,73,49,1.4,290,8.5,0.0,0.0,0.0,9.1,74.3,24.22,3.4,,,0,0,0,10,0
467441,2025-03-29,21.7,28.0,17.6,68,52,1.3,10,6.7,0.0,0.0,0.0,6.7,54.6,20.41,3.35,,,0,0,0,10,0
467441,2025-03-30,19.7,26.6,16.1,70,51,1.1,340,6.7,-9.8,0.0,0.1,2.8,22.8,16.87,3.15,,,0,0,0,10,0
467441,2025-03-31,19.0,23.7,15.8,75,59,0.6,360,5.5,-9.8,0.0,0.2,1.5,12.2,11.77,2.49,,,0,0,0,10,0
467441,2025-04-01,19.1,25.1,16.0,72,51,1.0,340,6.6,0.0,0.0,0.0,2.5,20.3,15.09,2.95,,,0,0,0,10,0
467441,2025-04-02,18.8,24.8,15.7,71,50,0.8,300,6.6,0.0,0.0,0.0,2.3,18.6,12.05,2.98,,,0,0,0,10,0
467441,2025-04-03,20.8,24.9,18.5,74,60,0.6,260,4.2,-9.8,0.0,0.1,0.8,6.5,9.14,1.48,,,0,0,0,10,0
467441,2025-04-04,22.6,27.7,17.3,77,58,1.2,300,7.4,0.0,0.0,0.0,7.5,60.5,20.0,3.12,,,0,0,0,10,0
467441,2025-04-05,22.3,26.5,20.5,74,57,0.6,330,5.4,-9.8,0.0,0.1,1.8,14.4,10.29,1.76,,,0,0,0,10,0
467441,2025-04-06,23.3,29.8,19.9,74,51,1.0,290,7.7,0.0,0.0,0.0,3.8,30.5,17.42,3.22,,,0,0,0,10,0
467441,2025-04-07,24.6,30.2,20.8,74,55,1.2,280,7.2,0.0,0.0,0.0,6.6,53.0,20.48,3.17,,,0,0,0,10,0
467441,2025-04-08,25.5,30.4,21.1,69,52,1.3,300,8.4,0.0,0.0,0.0,9.3,73.8,22.78,3.14,,,0,0,0,10,0
467441,2025-04-09,25.5,30.9,20.5,73,52,1.1,280,7.4,0.0,0.0,0.0,6.0,48.0,18.89,2.81,,,0,0,0,10,0
467441,2025-04-10,25.5,29.7,22.0,78,57,1.3,300,7.4,0.0,0.0,0.0,4.0,31.9,15.01,2.28,,,0,0,0,10,0
467441,2025-04-11,26.5,30.7,20.4,73,59,1.6,250,7.4,-9.8,0.0,0.1,9.7,77.3,22.75,3.3,,,0,0,0,10,0
467441,2025-04-12,27.5,31.3,25.2,69,54,1.3,140,6.6,-9.8,0.0,0.1,1.9,15.1,13.31,2.32,,,0,0,0,10,0
467441,2025-04-13,19.7,26.6,18.1,81,63,0.7,350,10.2,3.0,3.0,2.9,0.0,0.0,3.56,0.6,,,0,0,0,10,0
467441,2025-04-14,21.9,28.5,16.9,68,29,1.1,290,7.9,0.0,0.0,0.0,9.0,71.3,26.02,3.78,,,0,0,0,10,0
467441,2025-04-15,23.5,32.9,15.5,56,17,1.0,280,7.6,0.0,0.0,0.0,11.3,89.4,27.35,3.72,,,0,0,0,10,0
467441,2025-04-16,23.9,30.3,17.7,70,48,1.3,270,8.0,0.0,0.0,0.0,11.0,86.9,25.59,3.57,,,0,0,0,10,0
467441,2025-04-17,26.3,34.0,19.0,72,39,1.3,260,10.3,0.0,0.0,0.0,8.6,67.8,23.65,3.31,,,0,0,0,10,0
467441,2025-04-18,27.4,31.6,23.9,76,49,1.5,290,8.1,0.0,0.0,0.0,7.8,61.4,23.46,3.76,,,0,0,0,10,0
467441,2025-04-19,27.0,31.3,24.0,81,60,1.6,260,7.6,0.0,0.0,0.0,5.2,40.5,18.47,2.82,,,0,0,0,10,0
467441,2025-04-20,27.2,32.6,23.1,79,57,1.4,310,8.8,0.0,0.0,0.0,9.3,73.0,24.78,3.61,,,0,0,0,10,0
467441,2025-04-21,27.1,32.7,22.9,81,58,1.4,290,7.5,0.0,0.0,0.0,8.0,62.7,23.7,3.62,,,0,0,0,10,0
467441,2025-04-22,26.2,32.2,21.2,82,59,1.4,290,7.4,0.0,0.0,0.0,12.1,94.7,27.91,3.74,,,0,0,0,10,0
467441,2025-04-23,26.8,32.5,22.1,80,53,1.5,300,8.1,0.0,0.0,0.0,6.7,52.3,22.37,3.72,,,0,0,0,10,0
467441,2025-04-24,27.4,31.9,23.8,79,57,1.6,260,7.9,0.0,0.0,0.0,8.4,65.5,24.19,3.65,,,0,0,0,10,0
467441,2025-04-25,27.0,32.4,22.1,74,57,1.4,290,7.6,0.0,0.0,0.0,10.5,81.8,24.62,3.54,,,0,0,0,10,0
467441,2025-04-26,25.7,31.0,21.0,74,54,0.9,300,5.7,0.0,0.0,0.0,3.5,27.2,17.0,3.16,,,0,0,0,10,0
467441,2025-04-27,26.2,31.9,21.3,75,50,1.4,260,7.7,0.0,0.0,0.0,11.7,90.8,25.88,3.48,,,0,0,0,10,0
467441,2025-04-28,25.6,30.3,22.4,81,61,1.0,310,9.1,1.0,1.0,1.4,3.0,23.3,16.81,2.57,,,0,0,0,10,0
467441,2025-04-29,26.1,30.9,21.3,71,49,1.7,260,9.3,0.0,0.0,0.0,11.6,89.8,26.73,3.58,,,0,0,0,10,0
467441,2025-04-30,25.7,31.4,21.5,75,53,1.4,290,8.4,0.0,0.0,0.0,9.9,76.5,24.05,3.55,,,0,0,0,10,0
467441,2025-05-01,26.6,33.6,21.2,71,48,1.4,300,9.1,0.0,0.0,0.0,11.0,84.9,25.99,3.62,,,0,0,0,10,0
467441,2025-05-02,27.0,32.5,21.6,69,45,1.3,300,8.2,0.0,0.0,0.0,10.6,81.7,26.4,3.54,,,0,0,0,10,0
467441,2025-05-03,28.8,35.1,23.5,66,44,1.2,300,7.5,0.0,0.0,0.0,6.5,50.0,22.93,3.64,,,0,0,0,10,0
467441,2025-05-04,28.8,34.0,24.8,71,51,1.1,280,6.7,0.0,0.0,0.0,7.7,59.2,23.04,3.63,,,0,0,0,10,0
467441,2025-05-05,28.9,34.3,24.5,75,52,1.9,260,9.6,0.0,0.0,0.0,10.3,79.0,24.87,3.57,,,0,0,0,10,0
467441,2025-05-06,28.3,32.6,25.0,79,60,1.9,300,7.4,0.0,0.0,0.0,8.1,62.1,24.59,3.6,,,0,0,0,10,0
467441,2025-05-07,28.4,33.2,25.6,80,59,1.5,300,7.6,-9.8,0.0,0.3,6.6,50.0,22.36,3.87,,,0,0,0,10,0
467441,2025-05-08,29.8,33.8,24.5,67,52,1.9,280,8.1,0.0,0.0,0.0,11.5,87.1,26.92,3.6,,,0,0,0,10,0
467441,2025-05-09,30.7,34.9,26.2,65,52,1.9,260,9.7,0.0,0.0,0.0,6.1,46.6,19.71,2.96,,,0,0,0,10,0
467441,2025-05-10,28.2,32.1,25.5,83,68,1.0,300,6.5,7.0,7.0,2.4,2.3,17.4,14.84,3.35,,,0,0,0,10,0
467441,2025-05-11,22.9,28.2,21.1,93,82,0.8,340,7.6,29.5,29.5,9.7,0.0,0.0,4.77,1.0,,,0,0,0,10,0
467441,2025-05-12,23.3,26.1,21.0,89,65,0.5,320,3.6,-9.8,0.0,0.7,0.0,0.0,5.65,0.77,,,0,0,0,10,0
467441,2025-05-13,26.4,31.1,21.5,77,58,1.2,280,7.4,0.0,0.0,0.0,11.6,88.1,27.35,3.65,,,0,0,0,10,0
467441,2025-05-14,27.2,33.3,22.0,71,46,1.1,280,7.4,0.0,0.0,0.0,12.2,92.6,28.26,3.66,,,0,0,0,10,0
467441,2025-05-15,28.2,33.3,22.5,72,52,1.2,280,7.6,0.0,0.0,0.0,11.1,84.1,26.35,3.45,,,0,0,0,10,0
467441,2025-05-16,29.3,34.9,24.1,72,50,1.4,240,8.3,0.0,0.0,0.0,11.4,85.4,26.43,3.73,,,0,0,0,10,0
467441,2025-05-17,30.0,34.1,24.9,72,55,1.8,240,8.2,0.0,0.0,0.0,12.1,91.5,27.97,3.7,,,0,0,0,10,0
467441,2025-05-18,30.7,34.4,28.7,72,54,1.9,240,8.2,0.0,0.0,0.0,11.9,89.9,27.9,3.69,,,0,0,0,10,0
467441,2025-05-19,29.9,34.1,26.2,77,60,1.8,260,8.5,0.0,0.0,0.0,9.2,69.4,25.27,3.75,,,0,0,0,10,0
467441,2025-05-20,30.1,34.8,25.4,76,51,1.8,260,9.0,0.0,0.0,0.0,10.6,79.9,25.78,3.67,,,0,0,0,10,0
467441,2025-05-21,30.5,34.8,26.9,75,56,2.0,140,8.3,0.0,0.0,0.0,11.2,84.3,27.13,3.73,,,0,0,0,10,0
467441,2025-05-22,29.6,34.5,26.1,75,53,1.6,290,7.9,0.0,0.0,0.0,11.2,84.3,28.34,3.85,,,0,0,0,10,0
467441,2025-05-23,29.4,34.2,25.2,75,51,1.4,300,7.4,0.0,0.0,0.0,10.6,79.7,25.53,3.61,,,0,0,0,10,0
467441,2025-05-24,29.4,33.7,25.5,78,62,1.7,290,9.5,0.0,0.0,0.0,8.6,64.6,24.44,3.37,,,0,0,0,10,0
467441,2025-05-25,29.1,33.2,25.0,72,57,1.6,270,7.6,0.0,0.0,0.0,9.9,74.3,26.8,3.7,,,0,0,0,10,0
467441,2025-05-26,26.6,32.9,23.1,68,48,0.9,300,7.0,0.0,0.0,0.0,3.3,24.7,19.29,3.12,,,0,0,0,10,0
467441,2025-05-27,27.2,33.0,22.5,68,51,1.2,260,8.4,-9.8,0.0,0.3,8.1,60.0,23.54,3.39,,,0,0,0,10,0
467441,2025-05-28,28.3,32.7,25.1,75,53,1.2,260,6.7,-9.8,0.0,0.4,3.3,24.7,17.87,2.89,,,0,0,0,10,0
467441,2025-05-29,26.4,30.6,23.1,87,68,0.7,20,6.7,27.5,27.5,4.8,2.2,16.5,12.58,1.88,,,0,0,0,10,0
467441,2025-05-30,26.0,30.1,23.2,85,66,1.1,300,7.0,0.5,0.5,0.4,5.3,39.2,19.28,3.17,,,0,0,0,10,0
467441,2025-05-31,27.5,33.0,23.9,79,52,1.2,300,7.9,0.0,0.0,0.0,6.0,44.3,23.85,3.62,,,0,0,0,10,0
467441,2025-06-01,28.4,33.1,24.3,82,60,1.4,210,9.3,32.0,32.0,2.1,7.7,56.9,22.61,3.35,,,0,0,0,10,0
467441,2025-06-02,27.7,30.2,26.4,93,85,1.2,270,7.9,59.5,59.5,6.1,0.3,2.2,7.28,1.62,,,0,0,0,10,0
467441,2025-06-03,26.8,29.4,25.5,95,85,0.7,80,5.3,58.5,58.5,7.0,0.5,3.7,7.06,1.52,,,0,0,0,10,0
467441,2025-06-04,27.2,30.5,25.5,91,77,1.2,140,7.3,13.0,13.0,4.7,0.7,5.2,11.58,1.94,,,0,0,0,10,0
467441,2025-06-05,27.9,31.7,25.1,90,70,0.8,280,7.2,-9.8,0.0,0.5,2.7,19.9,17.2,2.9,,,0,0,0,10,0
467441,2025-06-06,29.4,33.3,25.8,80,62,1.4,260,8.5,0.0,0.0,0.0,5.6,41.7,22.36,3.73,,,0,0,0,10,0
467441,2025-06-07,29.4,32.8,26.6,83,67,1.6,260,7.4,7.5,7.5,2.8,8.6,63.3,24.86,3.44,,,0,0,0,10,0
467441,2025-06-08,30.2,33.5,27.3,80,60,1.5,260,8.2,0.0,0.0,0.0,12.3,91.4,29.64,3.7,,,0,0,0,10,0
467441,2025-06-09,29.9,33.6,26.8,81,60,1.5,300,7.6,0.0,0.0,0.0,9.3,69.1,26.95,3.65,,,0,0,0,10,0
467441,2025-06-10,29.7,33.4,26.4,81,67,1.3,270,7.3,0.0,0.0,0.0,9.4,69.1,24.84,3.31,,,0,0,0,10,0
467441,2025-06-11,29.6,33.6,26.7,83,64,1.3,300,7.9,3.0,3.0,0.4,7.0,52.0,22.05,3.43,,,0,0,0,10,0
467441,2025-06-12,27.5,29.2,25.4,89,71,0.7,130,6.2,12.0,12.0,3.9,0.0,0.0,7.35,1.01,,,0,0,0,10,0
467441,2025-06-13,26.1,27.6,24.5,94,88,1.9,130,14.2,191.0,191.0,15.8,0.0,0.0,3.88,0.94,,,0,0,0,10,0
467441,2025-06-14,29.5,33.6,25.8,78,54,1.5,130,8.1,6.5,6.5,3.3,9.0,66.8,25.4,3.54,,,0,0,0,10,0
467441,2025-06-15,30.5,33.5,26.8,69,55,1.4,140,7.7,0.0,0.0,0.0,9.5,70.5,25.53,3.39,,,0,0,0,10,0
467441,2025-06-16,28.6,32.1,26.1,83,68,1.0,130,7.2,2.0,2.0,0.6,2.3,16.9,14.64,2.46,,,0,0,0,10,0
467441,2025-06-17,28.7,32.5,25.0,82,62,1.3,290,7.1,0.0,0.0,0.0,10.5,77.9,27.19,3.66,,,0,0,0,10,0
467441,2025-06-18,28.3,33.5,24.9,79,51,0.9,160,11.6,0.0,0.0,0.0,4.5,33.0,17.0,2.78,,,0,0,0,10,0
467441,2025-06-19,28.1,34.2,23.9,81,56,0.6,240,13.1,8.5,8.5,0.8,7.3,54.1,23.1,3.56,,,0,0,0,10,0
467441,2025-06-20,29.2,33.5,25.1,81,60,1.3,240,10.0,0.0,0.0,0.0,10.3,76.4,27.25,3.65,,,0,0,0,10,0
467441,2025-06-21,29.2,32.7,25.4,79,58,1.4,260,7.8,0.0,0.0,0.0,11.7,86.8,27.86,3.66,,,0,0,0,10,0
467441,2025-06-22,28.6,32.4,25.5,82,65,1.4,300,7.0,0.0,0.0,0.0,10.1,74.9,25.87,3.55,,,0,0,0,10,0
467441,2025-06-23,28.7,32.6,24.9,82,63,1.3,290,7.4,0.0,0.0,0.0,11.9,88.2,28.04,3.69,,,0,0,0,10,0
467441,2025-06-24,29.5,33.2,26.1,80,62,1.3,290,7.1,0.0,0.0,0.0,10.1,74.9,25.81,3.66,,,0,0,0,10,0
467441,2025-06-25,30.2,34.5,26.4,75,53,1.2,240,9.6,0.0,0.0,0.0,8.7,64.5,24.37,3.4,,,0,0,0,10,0
467441,2025-06-26,27.8,33.6,24.4,84,58,1.0,300,7.4,2.0,2.0,0.8,6.9,50.6,18.37,3.25,,,0,0,0,10,0
