site,season,hour,mean_o3,p90_o3,n_hours
仁武,winter,19,29.251753155680223,45.14000000000002,713
仁武,winter,20,24.445125348189414,38.1,718
仁武,winter,21,20.948400556328235,33.32,719
仁武,winter,22,18.368428372739917,29.42,719
仁武,winter,23,16.700277777777778,27.310000000000002,720
前金,autumn,0,24.75903448275862,43.160000000000004,725
前金,autumn,1,22.9031724137931,39.660000000000004,725
前金,autumn,2,21.62720994475138,38.07000000000001,724
前金,autumn,3,20.57629009762901,35.2,717
前金,autumn,4,19.312849162011172,33.45,716
前金,autumn,5,17.70195804195804,30.8,715
前金,autumn,6,16.580716253443526,28.65,726
前金,autumn,7,20.57922971114168,33.279999999999994,727
前金,autumn,8,29.243508287292816,44.2,724
前金,autumn,9,39.73486111111111,58.510000000000005,720
前金,autumn,10,49.76364922206506,70.3,707
前金,autumn,11,57.52374821173104,80.62,699
前金,autumn,12,61.230453257790366,85.65,706
前金,autumn,13,61.410098176718094,84.68,713
前金,autumn,14,59.64742857142857,82.4,700
前金,autumn,15,57.0445390070922,79.1,705
前金,autumn,16,54.000279720279714,76.22,715
前金,autumn,17,49.583194444444445,69.9,720
前金,autumn,18,44.49389736477115,65.5,721
前金,autumn,19,39.832458563535916,61.040000000000006,724
前金,autumn,20,35.68515950069348,56.4,721
前金,autumn,21,32.05180055401662,52.26999999999999,722
前金,autumn,22,28.70828729281768,49.470000000000006,724
前金,autumn,23,26.625966850828732,45.17000000000001,724
前金,spring,0,27.05006896551724,46.6,725
前金,spring,1,25.657083906464926,43.94,727
前金,spring,2,24.482943603851442,41.999999999999986,727
前金,spring,3,23.25055096418733,40.95,726
前金,spring,4,22.34690508940853,39.48,727
前金,spring,5,20.82279005524862,37.440000000000005,724
前金,spring,6,20.497664835164834,36.3,728
前金,spring,7,24.21865569272977,40.2,729
前金,spring,8,30.622758620689655,50.14000000000001,725
前金,spring,9,38.31666666666667,60.11000000000001,720
前金,spring,10,45.71566091954023,69.95,696
前金,spring,11,51.527377521613836,78.41000000000001,694
前金,spring,12,54.46761363636363,83.01,704
前金,spring,13,54.344842406876786,81.0,698
前金,spring,14,53.84725433526012,79.2,692
前金,spring,15,52.54197183098592,79.3,710
前金,spring,16,50.351256983240226,76.9,716
前金,spring,17,47.34700973574409,72.6,719
前金,spring,18,43.63074792243768,69.19,722
前金,spring,19,39.71485557083906,64.7,727
前金,spring,20,36.04910344827586,60.660000000000004,725
前金,spring,21,32.595454545454544,54.9,726
前金,spring,22,30.10538674033149,50.180000000000014,724
前金,spring,23,28.50331034482759,48.6,725
前金,summer,0,16.36698499317872,28.3,733
前金,summer,1,16.141961852861037,28.170000000000005,734
前金,summer,2,15.836512261580381,28.170000000000005,734
前金,summer,3,15.22125340599455,27.08000000000002,734
前金,summer,4,14.72506811989101,27.3,734
前金,summer,5,14.465342465753425,26.51,730
前金,summer,6,15.306548431105048,26.1,733
前金,summer,7,18.594952251023194,28.2,733
前金,summer,8,22.523698630136984,35.61000000000001,730
前金,summer,9,26.830068965517242,42.6,725
前金,summer,10,30.77627840909091,52.07000000000001,704
前金,summer,11,33.30759493670886,59.2,711
前金,summer,12,33.7275,58.43000000000001,720
前金,summer,13,32.825421348314606,54.68,712
前金,summer,14,30.790381895332388,52.1,707
前金,summer,15,28.692116182572615,47.70000000000003,723
前金,summer,16,26.6532967032967,42.830000000000005,728
前金,summer,17,24.474033149171273,41.34000000000001,724
前金,summer,18,21.810699588477366,38.50000000000002,729
前金,summer,19,19.867213114754097,34.28999999999999,732
前金,summer,20,18.8360768175583,33.0,729
前金,summer,21,17.603405994550407,31.6,734
前金,summer,22,16.821360544217686,30.180000000000007,735
前金,summer,23,16.573224043715847,29.29,732
前金,winter,0,17.924339360222532,29.520000000000003,719
前金,winter,1,16.700139082058413,28.3,719
前金,winter,2,16.074305555555554,27.91,720
前金,winter,3,16.261484593837537,28.6,714
前金,winter,4,15.981372549019609,28.270000000000003,714
前金,winter,5,15.542616033755273,27.0,711
前金,winter,6,13.89248956884562,24.860000000000014,719
前金,winter,7,13.4575,24.1,720
前金,winter,8,17.197214484679666,27.53000000000001,718
前金,winter,9,25.213986013986013,39.92,715
前金,winter,10,34.53452722063037,53.13000000000001,698
前金,winter,11,44.2890988372093,64.93,688
前金,winter,12,53.11812949640287,73.36,695
前金,winter,13,57.4221582733813,78.22,695
前金,winter,14,57.58912732474965,76.52000000000001,699
前金,winter,15,55.88203677510608,74.7,707
前金,winter,16,51.93991596638655,70.84000000000002,714
前金,winter,17,45.398746518105845,64.53,718
前金,winter,18,38.6510460251046,57.5,717
前金,winter,19,32.788300835654596,49.53000000000001,718
前金,winter,20,27.690820584144646,41.6,719
前金,winter,21,24.05020862308762,36.42,719
前金,winter,22,20.998191933240612,32.720000000000006,719
前金,winter,23,19.221478382147836,30.779999999999994,717
前鎮,autumn,0,23.54682320441989,42.1,724
前鎮,autumn,1,22.694467496542185,40.2,723
前鎮,autumn,2,21.760110041265474,37.4,727
前鎮,autumn,3,20.96058091286307,34.9,723
前鎮,autumn,4,19.51908713692946,33.480000000000004,723
前鎮,autumn,5,17.025484764542934,29.6,722
前鎮,autumn,6,13.99133425034388,24.9,727
前鎮,autumn,7,16.85892857142857,27.96000000000001,728
前鎮,autumn,8,26.246831955922865,40.3,726
前鎮,autumn,9,36.03870523415978,53.0,726
前鎮,autumn,10,45.44019471488178,63.440000000000005,719
前鎮,autumn,11,53.36379066478076,74.64,707
前鎮,autumn,12,58.18811188811189,81.9,715
前鎮,autumn,13,57.946892655367236,81.73,708
前鎮,autumn,14,55.86779661016949,79.0,708
前鎮,autumn,15,52.50729312762973,74.2,713
前鎮,autumn,16,48.83253182461103,69.24,707
前鎮,autumn,17,43.79528571428572,64.11,700
前鎮,autumn,18,39.914084507042254,60.120000000000005,710
前鎮,autumn,19,36.32855153203343,56.830000000000005,718
前鎮,autumn,20,32.49733893557423,52.8,714
前鎮,autumn,21,28.739075630252103,48.6,714
前鎮,autumn,22,26.202225312934633,47.2,719
前鎮,autumn,23,24.521359223300973,44.3,721
前鎮,spring,0,24.219183673469384,42.86,735
前鎮,spring,1,23.69633152173913,42.3,736
前鎮,spring,2,23.129211956521736,41.7,736
前鎮,spring,3,22.30652173913043,39.8,736
前鎮,spring,4,21.358446866485014,37.77,734
前鎮,spring,5,19.760610263522885,37.2,721
前鎮,spring,6,17.508299319727893,31.5,735
前鎮,spring,7,19.94038199181446,34.4,733
前鎮,spring,8,26.775479452054793,44.620000000000005,730
前鎮,spring,9,33.40631001371742,53.16000000000002,729
前鎮,spring,10,40.09307479224377,61.88999999999999,722
前鎮,spring,11,45.736938202247195,70.89,712
前鎮,spring,12,49.929971988795515,75.77000000000001,714
前鎮,spring,13,49.84347826086957,75.1,713
前鎮,spring,14,48.714305949008505,73.3,706
前鎮,spring,15,46.79647887323944,71.41000000000001,710
前鎮,spring,16,44.13665730337078,68.39,712
前鎮,spring,17,40.11550279329609,64.0,716
前鎮,spring,18,36.60628491620111,60.55,716
前鎮,spring,19,34.06537396121884,57.86999999999999,722
前鎮,spring,20,31.23708791208791,54.93000000000001,728
前鎮,spring,21,27.816279069767443,49.6,731
前鎮,spring,22,25.70013623978202,45.7,734
前鎮,spring,23,24.948641304347827,45.4,736
前鎮,summer,0,14.231053351573188,25.9,731
前鎮,summer,1,14.241939890710382,26.889999999999997,732
前鎮,summer,2,14.043442622950819,26.49,732
前鎮,summer,3,13.800545702592085,25.820000000000025,733
前鎮,summer,4,13.227557980900409,25.94000000000002,733
前鎮,summer,5,12.503708791208792,24.1,728
前鎮,summer,6,11.99822888283379,22.6,734
前鎮,summer,7,14.21226158038147,23.570000000000004,734
前鎮,summer,8,18.711627906976744,30.7,731
前鎮,summer,9,22.87178082191781,38.6,730
前鎮,summer,10,26.714681440443215,46.989999999999995,722
前鎮,summer,11,29.365400843881854,54.5,711
前鎮,summer,12,30.342334739803096,54.8,711
前鎮,summer,13,29.29846153846154,51.720000000000006,715
前鎮,summer,14,27.6787323943662,48.220000000000006,710
前鎮,summer,15,24.91002824858757,43.860000000000014,708
前鎮,summer,16,22.57140825035562,39.120000000000026,703
前鎮,summer,17,20.106601123595507,35.669999999999995,712
前鎮,summer,18,17.284444444444443,32.510000000000005,720
前鎮,summer,19,15.782920110192837,30.55,726
前鎮,summer,20,15.198349381017882,29.24,727
前鎮,summer,21,14.23585164835165,27.46000000000001,728
前鎮,summer,22,13.7327868852459,26.9,732
前鎮,summer,23,14.041289437585734,27.04000000000001,729
前鎮,winter,0,15.772791023842917,28.54000000000002,713
前鎮,winter,1,15.800421348314606,27.29,712
前鎮,winter,2,15.965966386554623,27.6,714
前鎮,winter,3,16.449083215796897,29.3,709
前鎮,winter,4,16.185774647887325,28.41,710
前鎮,winter,5,14.754623044096729,26.3,703
前鎮,winter,6,11.696774193548386,22.7,713
前鎮,winter,7,10.349721448467967,19.630000000000006,718
前鎮,winter,8,14.741340782122904,24.75,716
前鎮,winter,9,23.234317862165963,38.0,711
前鎮,winter,10,32.22050919377652,49.31999999999999,707
前鎮,winter,11,40.29971346704871,58.16000000000001,698
前鎮,winter,12,48.81754636233951,66.7,701
前鎮,winter,13,53.47396280400573,72.04,699
前鎮,winter,14,53.45942857142857,70.53,700
前鎮,winter,15,50.93323741007194,67.62,695
前鎮,winter,16,46.48369408369408,63.580000000000005,693
前鎮,winter,17,39.18424068767908,57.460000000000015,698
前鎮,winter,18,32.88635724331927,51.8,711
前鎮,winter,19,28.444725738396624,45.7,711
前鎮,winter,20,24.041036414565827,39.540000000000006,714
前鎮,winter,21,19.733706293706295,32.96,715
前鎮,winter,22,16.946272855133614,29.3,711
前鎮,winter,23,15.918067226890756,27.9,714
大寮,autumn,0,19.516988950276243,32.17000000000001,724
大寮,autumn,1,17.66085753803596,28.78000000000001,723
大寮,autumn,2,16.20539419087137,27.4,723
大寮,autumn,3,14.829526462395544,26.3,718
大寮,autumn,4,13.399442119944212,24.179999999999996,717
大寮,autumn,5,10.993333333333334,20.720000000000006,705
大寮,autumn,6,9.375761772853187,18.36999999999999,722
大寮,autumn,7,13.023342541436463,22.270000000000003,724
大寮,autumn,8,23.020833333333332,36.2,720
大寮,autumn,9,36.940555555555555,54.0,720
大寮,autumn,10,49.11198288159772,68.7,701
大寮,autumn,11,57.33659942363112,80.04,694
大寮,autumn,12,62.65384615384615,88.19,702
大寮,autumn,13,62.56167146974064,87.67,694
大寮,autumn,14,58.586781609195405,82.65,696
大寮,autumn,15,53.595915492957744,77.23,710
大寮,autumn,16,48.361357340720225,69.88,722
大寮,autumn,17,43.3004160887656,64.3,721
大寮,autumn,18,38.73836565096953,57.959999999999994,722
大寮,autumn,19,35.05858725761773,54.08,722
大寮,autumn,20,31.211404728789987,49.84,719
大寮,autumn,21,27.869027777777777,44.71000000000001,720
大寮,autumn,22,24.848122392211405,40.8,719
大寮,autumn,23,22.108448753462604,35.69,722
大寮,spring,0,21.41855388813097,37.480000000000004,733
大寮,spring,1,19.402455661664394,34.14000000000002,733
大寮,spring,2,17.60752393980848,30.6,731
大寮,spring,3,15.976164383561644,29.220000000000002,730
大寮,spring,4,14.649726027397259,28.110000000000003,730
大寮,spring,5,12.569368131868131,24.9,728
大寮,spring,6,11.867574931880108,22.710000000000015,734
大寮,spring,7,16.331020408163266,27.660000000000004,735
大寮,spring,8,25.503830369357043,42.1,731
大寮,spring,9,35.94226519337017,55.74000000000001,724
大寮,spring,10,44.51032531824611,67.24,707
大寮,spring,11,49.94238975817923,76.3,703
大寮,spring,12,53.114866760168304,81.3,713
大寮,spring,13,52.793830703012915,82.47999999999999,697
大寮,spring,14,50.17027417027417,79.54000000000002,693
大寮,spring,15,46.90785413744741,72.94000000000003,713
大寮,spring,16,43.61075862068965,68.66,725
大寮,spring,17,40.50645604395604,64.73,728
大寮,spring,18,37.0527397260274,59.6,730
大寮,spring,19,34.003945578231296,55.8,735
大寮,spring,20,31.335054347826084,52.45,736
大寮,spring,21,28.49374149659864,48.56,735
大寮,spring,22,25.710626702997274,44.24000000000001,734
大寮,spring,23,23.315552523874487,39.980000000000004,733
大寮,summer,0,12.392994505494507,23.4,728
大寮,summer,1,11.566438356164383,23.110000000000003,730
大寮,summer,2,10.908071135430918,22.9,731
大寮,summer,3,10.014697802197801,22.360000000000014,728
大寮,summer,4,9.183286118980169,20.75,706
大寮,summer,5,8.575284090909092,18.770000000000003,704
大寮,summer,6,9.449313186813187,19.0,728
大寮,summer,7,13.345267489711935,20.820000000000004,729
大寮,summer,8,19.57513812154696,28.770000000000003,724
大寮,summer,9,26.07911479944675,39.980000000000004,723
大寮,summer,10,31.175,50.07000000000001,704
大寮,summer,11,34.12079772079772,57.38999999999999,702
大寮,summer,12,34.79163120567376,62.52,705
大寮,summer,13,32.913428571428575,57.6,700
大寮,summer,14,30.139402560455192,50.68000000000001,703
大寮,summer,15,27.457440890125177,45.540000000000006,719
大寮,summer,16,25.0050894085282,40.14,727
大寮,summer,17,22.834478021978022,37.23000000000001,728
大寮,summer,18,20.766574965612104,33.54,727
大寮,summer,19,18.65432098765432,30.88000000000002,729
大寮,summer,20,17.269188445667126,29.579999999999995,727
大寮,summer,21,15.915564738292012,27.65,726
大寮,summer,22,14.679092159559836,26.139999999999997,727
大寮,summer,23,13.400412087912088,24.6,728
大寮,winter,0,15.605322128851542,26.170000000000005,714
大寮,winter,1,14.972230014025246,25.08000000000001,713
大寮,winter,2,14.16067415730337,24.09,712
大寮,winter,3,13.457708628005658,23.3,707
大寮,winter,4,12.948011363636363,23.070000000000004,704
大寮,winter,5,11.275320970042795,22.1,701
大寮,winter,6,8.98019801980198,18.939999999999998,707
大寮,winter,7,8.271748251748251,17.160000000000004,715
大寮,winter,8,12.67545582047686,22.28000000000001,713
大寮,winter,9,22.315655853314528,36.120000000000005,709
大寮,winter,10,35.03913043478261,53.3,690
大寮,winter,11,45.63976945244957,65.2,694
大寮,winter,12,52.96575931232091,73.9,698
大寮,winter,13,57.59559471365638,79.8,681
大寮,winter,14,57.42046444121915,78.2,689
大寮,winter,15,54.159397417503584,73.97999999999999,697
大寮,winter,16,48.26652542372881,65.92000000000003,708
大寮,winter,17,41.35345557122708,58.42,709
大寮,winter,18,35.512517580872014,52.5,711
大寮,winter,19,30.743539325842697,45.69,712
大寮,winter,20,26.19888111888112,40.3,715
大寮,winter,21,22.30126582278481,35.3,711
大寮,winter,22,19.64177215189873,31.4,711
大寮,winter,23,17.207552447552448,28.4,715
小港,autumn,0,22.805922865013773,40.8,726
小港,autumn,1,21.26477900552486,37.51000000000001,724
小港,autumn,2,19.954419889502763,34.77,724
小港,autumn,3,18.729469273743018,32.15,716
小港,autumn,4,17.29116409537167,30.1,713
小港,autumn,5,14.108531468531469,26.860000000000003,715
小港,autumn,6,11.203576341127922,21.479999999999997,727
小港,autumn,7,13.866850068775792,24.24,727
小港,autumn,8,23.584594222833562,38.279999999999994,727
小港,autumn,9,32.61187845303867,50.470000000000006,724
小港,autumn,10,42.37252124645892,62.55,706
小港,autumn,11,51.46926345609066,74.1,706
小港,autumn,12,57.547994269340975,81.56000000000002,698
小港,autumn,13,56.585795454545455,80.8,704
小港,autumn,14,54.90593220338983,78.66000000000001,708
小港,autumn,15,51.41901408450704,73.32000000000001,710
小港,autumn,16,46.9941340782123,69.19999999999999,716
小港,autumn,17,42.71916083916084,64.4,715
小港,autumn,18,40.001527777777774,61.52,720
小港,autumn,19,36.15504840940525,57.480000000000004,723
小港,autumn,20,32.51305555555556,52.82,720
小港,autumn,21,29.201666666666668,49.830000000000005,720
小港,autumn,22,26.31622746185853,45.7,721
小港,autumn,23,24.18126721763085,43.9,726
小港,spring,0,23.405320600272848,42.980000000000004,733
小港,spring,1,23.276502732240438,41.38999999999999,732
小港,spring,2,22.324829467939974,39.5,733
小港,spring,3,20.949726775956286,36.989999999999995,732
小港,spring,4,19.681980742778542,35.1,727
小港,spring,5,16.77119341563786,32.620000000000005,729
小港,spring,6,14.777792915531334,28.610000000000014,734
小港,spring,7,17.558743169398905,31.9,732
小港,spring,8,24.968500687757906,42.54,727
小港,spring,9,31.050275482093664,52.6,726
小港,spring,10,38.10928270042194,61.5,711
小港,spring,11,44.06661849710982,69.99,692
小港,spring,12,49.194452347083924,77.08,703
小港,spring,13,48.851738525730184,76.12,719
小港,spring,14,47.562290502793296,73.25,716
小港,spring,15,45.65902097902098,72.66,715
小港,spring,16,42.43616133518776,69.04,719
小港,spring,17,38.88116343490305,65.28999999999999,722
小港,spring,18,36.174175824175826,61.3,728
小港,spring,19,32.49015047879617,56.9,731
小港,spring,20,30.337893296853625,54.4,731
小港,spring,21,28.009972677595627,49.989999999999995,732
小港,spring,22,26.272987721691678,48.14000000000002,733
小港,spring,23,24.25757162346521,43.1,733
小港,summer,0,13.98676671214188,25.08000000000001,733
小港,summer,1,13.813287671232878,24.41,730
小港,summer,2,13.559481582537517,24.9,733
小港,summer,3,12.7448087431694,23.79,732
小港,summer,4,12.071369863013699,23.91,730
小港,summer,5,11.126538987688098,22.6,731
小港,summer,6,10.41120218579235,19.2,732
小港,summer,7,12.936475409836065,20.5,732
小港,summer,8,17.78808219178082,29.7,730
小港,summer,9,21.81552197802198,36.9,728
小港,summer,10,25.55676429567643,45.14,717
小港,summer,11,28.30325779036827,52.6,706
小港,summer,12,29.713323983169705,54.94000000000002,713
小港,summer,13,28.385195530726257,49.349999999999994,716
小港,summer,14,26.68129395218003,45.3,711
小港,summer,15,24.43509015256588,42.3,721
小港,summer,16,22.49612724757953,39.7,723
小港,summer,17,20.230567081604427,35.2,723
小港,summer,18,18.285616438356165,33.02,730
小港,summer,19,16.365980795610426,30.24000000000001,729
小港,summer,20,15.590659340659341,29.0,728
小港,summer,21,15.034520547945206,27.610000000000003,730
小港,summer,22,14.157808219178083,27.01,730
小港,summer,23,14.160935350756533,25.7,727
小港,winter,0,14.528551532033426,26.630000000000006,718
小港,winter,1,14.836820083682008,27.439999999999998,717
小港,winter,2,14.841307371349096,28.64000000000001,719
小港,winter,3,14.51744022503516,27.8,711
小港,winter,4,14.010281690140845,27.4,710
小港,winter,5,11.40827489481066,23.960000000000015,713
小港,winter,6,8.375983146067416,20.09,712
小港,winter,7,8.012656467315717,16.1,719
小港,winter,8,13.341422594142259,24.05999999999999,717
小港,winter,9,22.15686274509804,38.77,714
小港,winter,10,31.151063829787233,49.2,705
小港,winter,11,39.022766570605185,56.370000000000005,694
小港,winter,12,48.671633237822356,67.8,698
小港,winter,13,52.599713876967094,72.32000000000001,699
小港,winter,14,52.41264367816092,70.25,696
小港,winter,15,50.013161659513585,67.72000000000001,699
小港,winter,16,45.47428571428571,63.11000000000001,700
小港,winter,17,38.88031161473088,57.75,706
小港,winter,18,33.93188202247191,53.0,712
小港,winter,19,28.852932960893856,47.4,716
小港,winter,20,24.219498607242336,40.13000000000001,718
小港,winter,21,19.900139082058416,33.9,719
小港,winter,22,16.178351955307264,29.55,716
小港,winter,23,14.541759776536312,26.8,716
左營,autumn,0,24.22302357836338,41.5,721
左營,autumn,1,22.479305555555555,38.3,720
左營,autumn,2,20.85611111111111,36.410000000000004,720
左營,autumn,3,19.595944055944056,33.6,715
左營,autumn,4,18.531645569620252,32.4,711
左營,autumn,5,16.073699015471167,29.1,711
左營,autumn,6,14.468975069252078,26.279999999999998,722
左營,autumn,7,18.751040221914007,31.0,721
左營,autumn,8,28.19469273743017,42.85,716
左營,autumn,9,39.36326815642458,58.3,716
左營,autumn,10,50.40375722543353,70.5,692
左營,autumn,11,59.19870689655173,83.15,696
左營,autumn,12,63.625677603423675,90.7,701
左營,autumn,13,63.63219858156028,88.66,705
左營,autumn,14,61.82538787023977,85.34,709
左營,autumn,15,58.853239436619724,82.12,710
左營,autumn,16,54.89633286318759,77.9,709
左營,autumn,17,50.008391608391605,72.08000000000001,715
左營,autumn,18,44.62005571030641,66.7,718
左營,autumn,19,39.82597222222223,60.52,720
左營,autumn,20,35.73143254520167,56.040000000000006,719
左營,autumn,21,31.918435754189943,52.05,716
左營,autumn,22,28.67242339832869,49.4,718
左營,autumn,23,26.375866851595006,44.7,721
左營,spring,0,25.94092769440655,44.64000000000002,733
左營,spring,1,24.360655737704917,41.0,732
左營,spring,2,23.14174624829468,39.4,733
左營,spring,3,21.72275204359673,38.440000000000005,734
左營,spring,4,20.70108991825613,37.1,734
左營,spring,5,18.512841530054644,34.28999999999999,732
左營,spring,6,18.04032697547684,33.8,734
左營,spring,7,22.244429347826088,38.150000000000006,736
左營,spring,8,29.678551912568306,50.4,732
左營,spring,9,37.31057692307692,58.73000000000001,728
左營,spring,10,45.24092219020173,69.47000000000001,694
左營,spring,11,51.74741379310344,79.25,696
左營,spring,12,54.3124824684432,82.38000000000001,713
左營,spring,13,54.8165034965035,81.8,715
左營,spring,14,54.23295932678822,81.08,713
左營,spring,15,52.93680555555556,79.82000000000001,720
左營,spring,16,50.82624309392265,77.7,724
左營,spring,17,47.42365887207703,73.64,727
左營,spring,18,43.45328767123288,69.0,730
左營,spring,19,39.230286493860845,63.38,733
左營,spring,20,35.70463847203274,58.4,733
左營,spring,21,32.37181942544459,53.6,731
左營,spring,22,29.571896316507505,49.240000000000016,733
左營,spring,23,27.405601092896177,45.879999999999995,732
左營,summer,0,15.706420765027323,27.8,732
左營,summer,1,15.16952380952381,26.820000000000004,735
左營,summer,2,14.92343324250681,27.3,734
左營,summer,3,14.24421768707483,26.0,735
左營,summer,4,13.528103683492498,25.680000000000007,733
左營,summer,5,12.395348837209303,24.4,731
左營,summer,6,13.22133152173913,23.75,736
左營,summer,7,17.18625850340136,27.920000000000005,735
左營,summer,8,21.954570259208733,35.580000000000005,733
左營,summer,9,26.6920438957476,42.220000000000006,729
左營,summer,10,30.871205673758865,51.4,705
左營,summer,11,33.1257790368272,58.05,706
左營,summer,12,33.55801952580195,60.0,717
左營,summer,13,32.809142053445846,54.8,711
左營,summer,14,30.729337094499293,51.2,709
左營,summer,15,28.725452016689847,46.76000000000002,719
左營,summer,16,26.58434065934066,43.73000000000001,728
左營,summer,17,24.176438356164383,40.42,730
左營,summer,18,21.55457025920873,37.18000000000001,733
左營,summer,19,19.28133514986376,34.3,734
左營,summer,20,18.03101092896175,31.179999999999996,732
左營,summer,21,17.11068493150685,30.4,730
左營,summer,22,16.143502051983585,29.8,731
左營,summer,23,15.869931972789114,28.580000000000005,735
左營,winter,0,17.375626740947077,27.830000000000005,718
左營,winter,1,16.250557103064068,27.830000000000005,718
左營,winter,2,15.728830083565459,27.9,718
左營,winter,3,15.633898305084745,27.53000000000001,708
左營,winter,4,15.119345661450923,27.58000000000001,703
左營,winter,5,14.093447293447294,26.3,702
左營,winter,6,11.933613445378151,24.1,714
左營,winter,7,11.739748953974894,22.7,717
左營,winter,8,16.74058988764045,27.679999999999996,712
左營,winter,9,24.57461212976023,38.6,709
左營,winter,10,33.72485119047619,51.88999999999999,672
左營,winter,11,43.77900146842878,64.0,681
左營,winter,12,53.32910662824208,75.0,694
左營,winter,13,57.66657101865136,78.34,697
左營,winter,14,58.0687230989957,77.44,697
左營,winter,15,56.558640226628896,75.85,706
左營,winter,16,52.44724964739069,71.96000000000002,709
左營,winter,17,45.65035161744023,66.0,711
左營,winter,18,38.55112044817927,57.370000000000005,714
左營,winter,19,32.54923076923077,48.5,715
左營,winter,20,27.706555090655506,41.7,717
左營,winter,21,24.046722454672246,36.239999999999995,717
左營,winter,22,20.860335195530727,32.3,716
左營,winter,23,18.883798882681564,30.45,716
復興,autumn,0,24.80939226519337,43.8,724
復興,autumn,1,23.635318559556787,41.78999999999999,722
復興,autumn,2,22.633931034482757,38.02,725
復興,autumn,3,21.63490959666203,36.120000000000005,719
復興,autumn,4,20.403621169916434,34.42000000000002,718
復興,autumn,5,18.02877094972067,30.8,716
復興,autumn,6,15.218948824343014,26.1,723
復興,autumn,7,16.444198895027625,28.1,724
復興,autumn,8,24.566434540389974,38.63000000000001,718
復興,autumn,9,34.270967741935486,50.88,713
復興,autumn,10,44.10356633380884,63.5,701
復興,autumn,11,52.340643274853804,73.41000000000001,684
